this	this		-1	-1
village	village		-1	-1
adhered	adhere	v	29.adhere%2:42:02::	adhere%2:42:02::
to	to		-1	-1
Catholicism	Catholicism		-1	-1
.	.		-1	-1

Will	Will		-1	-1
this	this		-1	-1
wallpaper	wallpaper		-1	-1
adhere	adhere	v	30.adhere%2:35:00::	adhere%2:35:00::
to	to		-1	-1
the	the		-1	-1
wall	wall		-1	-1
?	?		-1	-1

administer	administer	v	31.administer%2:41:00::	administer%2:41:00::
a	a		-1	-1
program	program		-1	-1

administer	administer	v	32.administer%2:40:01::	administer%2:40:01::
the	the		-1	-1
last	last		-1	-1
unction	unction		-1	-1

administer	administer	v	33.administer%2:40:00::	administer%2:40:00::
critical	critical		-1	-1
remarks	remarks		-1	-1
to	to		-1	-1
everyone	everyone		-1	-1
present	present		-1	-1

He	He		-1	-1
admitted	admit	v	34.admit%2:32:00::	admit%2:32:00::
his	his		-1	-1
errors	errors		-1	-1

We	We		-1	-1
can	can		-1	-1
not	not		-1	-1
admit	admit	v	35.admit%2:41:01::	admit%2:41:01::
non-members	non-members		-1	-1
into	into		-1	-1
our	our		-1	-1
club	club		-1	-1
building	building		-1	-1

admit	admit	v	36.admit%2:41:00::	admit%2:41:00::
someone	someone		-1	-1
to	to		-1	-1
the	the		-1	-1
profession	profession		-1	-1

This	This		-1	-1
problem	problem		-1	-1
admits	admit	v	37.admit%2:42:06::	admit%2:42:06::
of	of		-1	-1
no	no		-1	-1
solution	solution		-1	-1

The	The		-1	-1
French	French		-1	-1
doors	doors		-1	-1
admit	admit	v	38.admit%2:42:00::	admit%2:42:00::
onto	onto		-1	-1
the	the		-1	-1
yard	yard		-1	-1

This	This		-1	-1
ticket	ticket		-1	-1
will	will		-1	-1
admit	admit	v	39.admit%2:42:03::	admit%2:42:03::
one	one		-1	-1
adult	adult		-1	-1
to	to		-1	-1
the	the		-1	-1
show	show		-1	-1

Will	Will		-1	-1
the	the		-1	-1
new	new		-1	-1
rules	rules		-1	-1
affect	affect	v	40.affect%2:30:00::	affect%2:30:00::
me	me		-1	-1
?	?		-1	-1

the	the		-1	-1
medicine	medicine		-1	-1
affects	affect	v	41.affect%2:29:00::	affect%2:29:00::
my	my		-1	-1
heart	heart		-1	-1
rate	rate		-1	-1

This	This		-1	-1
new	new		-1	-1
ruling	ruling		-1	-1
affects	affect	v	42.affect%2:42:00::	affect%2:42:00::
your	your		-1	-1
business	business		-1	-1

The	The		-1	-1
death	death		-1	-1
of	of		-1	-1
his	his		-1	-1
wife	wife		-1	-1
caused	caused		-1	-1
him	him		-1	-1
to	to		-1	-1
age	age	v	43.age%2:30:01::	age%2:30:01::
fast	fast		-1	-1

we	we		-1	-1
age	age	v	44.age%2:30:00::	age%2:30:00::
every	every		-1	-1
day	day		-1	-1
--	--		-1	-1
what	what		-1	-1
a	a		-1	-1
depressing	depressing		-1	-1
thought	thought		-1	-1
!	!		-1	-1

The	The		-1	-1
death	death		-1	-1
of	of		-1	-1
his	his		-1	-1
child	child		-1	-1
aged	age	v	45.age%2:30:02::	age%2:30:02::
him	him		-1	-1
tremendously	tremendously		-1	-1

We	We		-1	-1
agreed	agree	v	46.agree%2:32:00::	agree%2:32:00::
on	on		-1	-1
the	the		-1	-1
terms	terms		-1	-1
of	of		-1	-1
the	the		-1	-1
settlement	settlement		-1	-1

She	She		-1	-1
agreed	agree	v	47.agree%2:32:01::	agree%2:32:01::
to	to		-1	-1
all	all		-1	-1
my	my		-1	-1
conditions	conditions		-1	-1

The	The		-1	-1
two	two		-1	-1
stories	stories		-1	-1
do	do		-1	-1
n't	n't		-1	-1
agree	agree	v	48.agree%2:42:00::	agree%2:42:00::
in	in		-1	-1
many	many		-1	-1
details	details		-1	-1

Subjects	Subjects		-1	-1
and	and		-1	-1
verbs	verbs		-1	-1
must	must		-1	-1
always	always		-1	-1
agree	agree	v	49.agree%2:42:03::	agree%2:42:03::
in	in		-1	-1
English	English		-1	-1

White	White		-1	-1
wine	wine		-1	-1
does	does		-1	-1
n't	n't		-1	-1
agree	agree	v	50.agree%2:40:02::	agree%2:40:02::
with	with		-1	-1
me	me		-1	-1

No	No		-1	-1
two	two		-1	-1
of	of		-1	-1
my	my		-1	-1
colleagues	colleagues		-1	-1
would	would		-1	-1
agree	agree	v	51.agree%2:32:04::	agree%2:32:04::
on	on		-1	-1
whom	whom		-1	-1
to	to		-1	-1
elect	elect		-1	-1
chairman	chairman		-1	-1

Please	Please		-1	-1
do	do		-1	-1
n't	n't		-1	-1
aim	aim	v	52.aim%2:33:00::	aim%2:33:00::
at	at		-1	-1
your	your		-1	-1
little	little		-1	-1
brother	brother		-1	-1
!	!		-1	-1

I	I		-1	-1
aim	aim	v	53.aim%2:31:01::	aim%2:31:01::
to	to		-1	-1
arrive	arrive		-1	-1
at	at		-1	-1
noon	noon		-1	-1

He	He		-1	-1
aimed	aim	v	54.aim%2:33:10::	aim%2:33:10::
his	his		-1	-1
fists	fists		-1	-1
towards	towards		-1	-1
his	his		-1	-1
opponent	opponent		-1	-1
's	's		-1	-1
face	face		-1	-1

She	She		-1	-1
wanted	wanted		-1	-1
to	to		-1	-1
aim	aim	v	55.aim%2:32:00::	aim%2:32:00::
a	a		-1	-1
pun	pun		-1	-1

This	This		-1	-1
show	show		-1	-1
will	will		-1	-1
air	air	v	56.air%2:32:02::	air%2:32:02::
Saturdays	Saturdays		-1	-1
at	at		-1	-1
2	2		-1	-1
P.M	P.M		-1	-1
.	.		-1	-1

We	We		-1	-1
can	can		-1	-1
not	not		-1	-1
air	air	v	57.air%2:32:01::	air%2:32:01::
this	this		-1	-1
X-rated	X-rated		-1	-1
song	song		-1	-1

She	She		-1	-1
aired	air	v	58.air%2:32:00::	air%2:32:00::
her	her		-1	-1
opinions	opinions		-1	-1
on	on		-1	-1
welfare	welfare		-1	-1

air	air	v	59.air%2:30:00::	air%2:30:00::
the	the		-1	-1
old	old		-1	-1
winter	winter		-1	-1
clothes	clothes		-1	-1

We	We		-1	-1
do	do		-1	-1
n't	n't		-1	-1
allow	allow	v	60.allow%2:32:06::	allow%2:32:06::
dogs	dogs		-1	-1
here	here		-1	-1

Mandela	Mandela		-1	-1
was	was		-1	-1
allowed	allow	v	61.allow%2:40:00::	allow%2:40:00::
few	few		-1	-1
visitors	visitors		-1	-1
in	in		-1	-1
prison	prison		-1	-1

I	I		-1	-1
allow	allow	v	62.allow%2:31:00::	allow%2:31:00::
for	for		-1	-1
this	this		-1	-1
possibility	possibility		-1	-1

The	The		-1	-1
camera	camera		-1	-1
store	store		-1	-1
owner	owner		-1	-1
allowed	allow	v	63.allow%2:40:01::	allow%2:40:01::
me	me		-1	-1
$	$		-1	-1
50	50		-1	-1
on	on		-1	-1
my	my		-1	-1
old	old		-1	-1
camera	camera		-1	-1

Her	Her		-1	-1
action	action		-1	-1
amounted	amount	v	64.amount%2:42:03::	amount%2:42:03::
to	to		-1	-1
a	a		-1	-1
rebellion	rebellion		-1	-1

The	The		-1	-1
bills	bills		-1	-1
amounted	amount	v	65.amount%2:42:01::	amount%2:42:01::
to	to		-1	-1
$	$		-1	-1
2,000	2,000		-1	-1

This	This		-1	-1
idea	idea		-1	-1
will	will		-1	-1
never	never		-1	-1
amount	amount	v	66.amount%2:42:00::	amount%2:42:00::
to	to		-1	-1
anything	anything		-1	-1

I	I		-1	-1
was	was		-1	-1
analyzed	analyze	v	67.analyze%2:31:03::	analyze%2:31:03::
in	in		-1	-1
Vienna	Vienna		-1	-1
by	by		-1	-1
a	a		-1	-1
famous	famous		-1	-1
psychiatrist	psychiatrist		-1	-1
.	.		-1	-1

She	She		-1	-1
did	did		-1	-1
n't	n't		-1	-1
want	want		-1	-1
to	to		-1	-1
answer	answer	v	68.answer%2:32:00::	answer%2:32:00::

The	The		-1	-1
steering	steering		-1	-1
of	of		-1	-1
my	my		-1	-1
new	new		-1	-1
car	car		-1	-1
answers	answer	v	69.answer%2:31:05::	answer%2:31:05::
to	to		-1	-1
the	the		-1	-1
slightest	slightest		-1	-1
touch	touch		-1	-1

answer	answer	v	70.answer%2:31:02::	answer%2:31:02::
the	the		-1	-1
telephone	telephone		-1	-1

The	The		-1	-1
question	question		-1	-1
concerning	concerning		-1	-1
the	the		-1	-1
meaning	meaning		-1	-1
of	of		-1	-1
life	life		-1	-1
can	can		-1	-1
not	not		-1	-1
be	be		-1	-1
answered	answer	v	71.answer%2:31:03::	answer%2:31:03::

The	The		-1	-1
defendant	defendant		-1	-1
answered	answer	v	72.answer%2:32:06::	answer%2:32:06::
to	to		-1	-1
all	all		-1	-1
the	the		-1	-1
charges	charges		-1	-1
of	of		-1	-1
the	the		-1	-1
prosecution	prosecution		-1	-1

She	She		-1	-1
must	must		-1	-1
answer	answer	v	73.answer%2:42:01::	answer%2:42:01::
for	for		-1	-1
her	her		-1	-1
actions	actions		-1	-1

A	A		-1	-1
few	few		-1	-1
words	words		-1	-1
would	would		-1	-1
answer	answer	v	74.answer%2:42:02::	answer%2:42:02::

The	The		-1	-1
drawing	drawing		-1	-1
of	of		-1	-1
the	the		-1	-1
suspect	suspect		-1	-1
answers	answer	v	75.answer%2:42:00::	answer%2:42:00::
to	to		-1	-1
the	the		-1	-1
description	description		-1	-1
the	the		-1	-1
victim	victim		-1	-1
gave	gave		-1	-1

This	This		-1	-1
may	may		-1	-1
answer	answer	v	76.answer%2:34:00::	answer%2:34:00::
her	her		-1	-1
needs	needs		-1	-1

He	He		-1	-1
was	was		-1	-1
found	found		-1	-1
guilty	guilty		-1	-1
but	but		-1	-1
appealed	appeal	v	77.appeal%2:41:00::	appeal%2:41:00::
immediately	immediately		-1	-1
.	.		-1	-1

Appeal	appeal	v	78.appeal%2:32:00::	appeal%2:32:00::
to	to		-1	-1
somebody	somebody		-1	-1
for	for		-1	-1
help	help		-1	-1
!	!		-1	-1

She	She		-1	-1
appealed	appeal	v	79.appeal%2:41:04::	appeal%2:41:04::
the	the		-1	-1
verdict	verdict		-1	-1
.	.		-1	-1

He	He		-1	-1
suddenly	suddenly		-1	-1
appeared	appear	v	80.appear%2:30:00::	appear%2:30:00::
at	at		-1	-1
the	the		-1	-1
wedding	wedding		-1	-1

Did	Did		-1	-1
your	your		-1	-1
latest	latest		-1	-1
book	book		-1	-1
appear	appear	v	81.appear%2:30:01::	appear%2:30:01::
yet	yet		-1	-1
?	?		-1	-1

Gielgud	Gielgud		-1	-1
appears	appear	v	82.appear%2:36:00::	appear%2:36:00::
briefly	briefly		-1	-1
in	in		-1	-1
this	this		-1	-1
movie	movie		-1	-1

He	He		-1	-1
had	had		-1	-1
to	to		-1	-1
appear	appear	v	83.appear%2:41:03::	appear%2:41:03::
in	in		-1	-1
court	court		-1	-1
last	last		-1	-1
month	month		-1	-1

Do	Do		-1	-1
you	you		-1	-1
appreciate	appreciate	v	84.appreciate%2:31:00::	appreciate%2:31:00::
the	the		-1	-1
full	full		-1	-1
meaning	meaning		-1	-1
of	of		-1	-1
this	this		-1	-1
letter	letter		-1	-1
?	?		-1	-1

The	The		-1	-1
yen	yen		-1	-1
appreciated	appreciate	v	85.appreciate%2:30:00::	appreciate%2:30:00::
again	again		-1	-1
!	!		-1	-1

The	The		-1	-1
Germans	Germans		-1	-1
want	want		-1	-1
to	to		-1	-1
appreciate	appreciate	v	86.appreciate%2:30:01::	appreciate%2:30:01::
the	the		-1	-1
Deutsche	Deutsche		-1	-1
Mark	Mark		-1	-1

We	We		-1	-1
were	were		-1	-1
approaching	approach	v	87.approach%2:38:00::	approach%2:38:00::
our	our		-1	-1
destination	destination		-1	-1

Winter	Winter		-1	-1
is	is		-1	-1
approaching	approach	v	88.approach%2:38:01::	approach%2:38:01::

I	I		-1	-1
was	was		-1	-1
approached	approach	v	89.approach%2:32:00::	approach%2:32:00::
by	by		-1	-1
the	the		-1	-1
President	President		-1	-1
to	to		-1	-1
serve	serve		-1	-1
as	as		-1	-1
his	his		-1	-1
adviser	adviser		-1	-1
in	in		-1	-1
foreign	foreign		-1	-1
matters	matters		-1	-1

We	We		-1	-1
ascended	ascend	v	90.ascend%2:38:02::	ascend%2:38:02::
the	the		-1	-1
mountain	mountain		-1	-1
.	.		-1	-1

Inheritance	Inheritance		-1	-1
may	may		-1	-1
not	not		-1	-1
ascend	ascend	v	91.ascend%2:42:02::	ascend%2:42:02::
linearly	linearly		-1	-1
.	.		-1	-1

She	She		-1	-1
ascended	ascend	v	92.ascend%2:41:00::	ascend%2:41:00::
to	to		-1	-1
the	the		-1	-1
throne	throne		-1	-1
after	after		-1	-1
the	the		-1	-1
King	King		-1	-1
's	's		-1	-1
death	death		-1	-1
.	.		-1	-1

The	The		-1	-1
boat	boat		-1	-1
ascended	ascend	v	93.ascend%2:38:04::	ascend%2:38:04::
the	the		-1	-1
Delaware	Delaware		-1	-1
.	.		-1	-1

The	The		-1	-1
path	path		-1	-1
ascended	ascend	v	94.ascend%2:38:01::	ascend%2:38:01::
to	to		-1	-1
the	the		-1	-1
top	top		-1	-1
of	of		-1	-1
the	the		-1	-1
hill	hill		-1	-1
.	.		-1	-1

I	I		-1	-1
asked	ask	v	95.ask%2:32:00::	ask%2:32:00::
about	about		-1	-1
their	their		-1	-1
special	special		-1	-1
today	today		-1	-1

She	She		-1	-1
asked	ask	v	96.ask%2:32:01::	ask%2:32:01::
him	him		-1	-1
for	for		-1	-1
a	a		-1	-1
loan	loan		-1	-1

He	He		-1	-1
is	is		-1	-1
asking	ask	v	97.ask%2:32:09::	ask%2:32:09::
$	$		-1	-1
200	200		-1	-1
for	for		-1	-1
the	the		-1	-1
table	table		-1	-1

We	We		-1	-1
were	were		-1	-1
assigned	assign	v	98.assign%2:40:01::	assign%2:40:01::
new	new		-1	-1
uniforms	uniforms		-1	-1
.	.		-1	-1

The	The		-1	-1
teacher	teacher		-1	-1
assigned	assign	v	99.assign%2:31:00::	assign%2:31:00::
him	him		-1	-1
to	to		-1	-1
lead	lead		-1	-1
his	his		-1	-1
classmates	classmates		-1	-1
in	in		-1	-1
the	the		-1	-1
exercise	exercise		-1	-1
.	.		-1	-1

The	The		-1	-1
biologist	biologist		-1	-1
assigned	assign	v	100.assign%2:31:03::	assign%2:31:03::
the	the		-1	-1
mushroom	mushroom		-1	-1
to	to		-1	-1
the	the		-1	-1
proper	proper		-1	-1
class	class		-1	-1
.	.		-1	-1

Immigrants	Immigrants		-1	-1
often	often		-1	-1
want	want		-1	-1
to	to		-1	-1
assimilate	assimilate	v	101.assimilate%2:30:00::	assimilate%2:30:00::
quickly	quickly		-1	-1

This	This		-1	-1
country	country		-1	-1
assimilates	assimilate	v	102.assimilate%2:30:01::	assimilate%2:30:01::
immigrants	immigrants		-1	-1
very	very		-1	-1
quickly	quickly		-1	-1

The	The		-1	-1
nasal	nasal		-1	-1
assimilates	assimilate	v	103.assimilate%2:30:02::	assimilate%2:30:02::
to	to		-1	-1
the	the		-1	-1
following	following		-1	-1
consonant	consonant		-1	-1

I	I		-1	-1
assume	assume	v	104.assume%2:31:00::	assume%2:31:00::
his	his		-1	-1
train	train		-1	-1
was	was		-1	-1
late	late		-1	-1

When	When		-1	-1
will	will		-1	-1
the	the		-1	-1
new	new		-1	-1
President	President		-1	-1
assume	assume	v	105.assume%2:41:00::	assume%2:41:00::
office	office		-1	-1
?	?		-1	-1

He	He		-1	-1
assumes	assume	v	106.assume%2:38:00::	assume%2:38:00::
the	the		-1	-1
lotus	lotus		-1	-1
position	position		-1	-1

He	He		-1	-1
assumed	assume	v	107.assume%2:40:00::	assume%2:40:00::
to	to		-1	-1
himself	himself		-1	-1
the	the		-1	-1
right	right		-1	-1
to	to		-1	-1
fill	fill		-1	-1
all	all		-1	-1
positions	positions		-1	-1
in	in		-1	-1
the	the		-1	-1
town	town		-1	-1

She	She		-1	-1
assumed	assume	v	108.assume%2:36:00::	assume%2:36:00::
indifference	indifference		-1	-1
,	,		-1	-1
even	even		-1	-1
though	though		-1	-1
she	she		-1	-1
was	was		-1	-1
seething	seething		-1	-1
with	with		-1	-1
anger	anger		-1	-1

This	This		-1	-1
is	is		-1	-1
the	the		-1	-1
day	day		-1	-1
when	when		-1	-1
May	May		-1	-1
was	was		-1	-1
assumed	assume	v	109.assume%2:35:00::	assume%2:35:00::
into	into		-1	-1
heaven	heaven		-1	-1

Hitler	Hitler		-1	-1
attacked	attack	v	110.attack%2:33:00::	attack%2:33:00::
Poland	Poland		-1	-1
on	on		-1	-1
September	September		-1	-1
1	1		-1	-1
,	,		-1	-1
1939	1939		-1	-1
and	and		-1	-1
started	started		-1	-1
World	World		-1	-1
War	War		-1	-1
II	II		-1	-1

The	The		-1	-1
editors	editors		-1	-1
of	of		-1	-1
the	the		-1	-1
left-leaning	left-leaning		-1	-1
paper	paper		-1	-1
attacked	attack	v	111.attack%2:32:00::	attack%2:32:00::
the	the		-1	-1
new	new		-1	-1
House	House		-1	-1
Speaker	Speaker		-1	-1

The	The		-1	-1
Serbs	Serbs		-1	-1
attacked	attack	v	112.attack%2:33:01::	attack%2:33:01::
the	the		-1	-1
village	village		-1	-1
at	at		-1	-1
night	night		-1	-1

I	I		-1	-1
attacked	attack	v	113.attack%2:30:00::	attack%2:30:00::
the	the		-1	-1
problem	problem		-1	-1
as	as		-1	-1
soon	soon		-1	-1
as	as		-1	-1
I	I		-1	-1
got	got		-1	-1
out	out		-1	-1
of	of		-1	-1
bed	bed		-1	-1

The	The		-1	-1
cancer	cancer		-1	-1
cells	cells		-1	-1
are	are		-1	-1
attacking	attack	v	114.attack%2:29:00::	attack%2:29:00::
his	his		-1	-1
liver	liver		-1	-1

She	She		-1	-1
attends	attend	v	115.attend%2:42:00::	attend%2:42:00::
class	class		-1	-1
regularly	regularly		-1	-1

Menuhin	Menuhin		-1	-1
's	's		-1	-1
playing	playing		-1	-1
was	was		-1	-1
attended	attend	v	116.attend%2:42:01::	attend%2:42:01::
by	by		-1	-1
a	a		-1	-1
15-minute	15-minute		-1	-1
standing	standing		-1	-1
ovation	ovation		-1	-1

She	She		-1	-1
attends	attend	v	117.attend%2:41:00::	attend%2:41:00::
the	the		-1	-1
old	old		-1	-1
lady	lady		-1	-1
in	in		-1	-1
the	the		-1	-1
wheelchair	wheelchair		-1	-1

The	The		-1	-1
children	children		-1	-1
in	in		-1	-1
the	the		-1	-1
audience	audience		-1	-1
attended	attend	v	118.attend%2:39:00::	attend%2:39:00::
the	the		-1	-1
recital	recital		-1	-1
quietly	quietly		-1	-1

His	His		-1	-1
high	high		-1	-1
fever	fever		-1	-1
attested	attest	v	119.attest%2:32:01::	attest%2:32:01::
to	to		-1	-1
his	his		-1	-1
illness	illness		-1	-1

I	I		-1	-1
attest	attest	v	120.attest%2:32:00::	attest%2:32:00::
this	this		-1	-1
signature	signature		-1	-1

This	This		-1	-1
word	word		-1	-1
is	is		-1	-1
not	not		-1	-1
attested	attest	v	121.attest%2:32:04::	attest%2:32:04::
until	until		-1	-1
1993	1993		-1	-1

Let	Let		-1	-1
's	's		-1	-1
avoid	avoid	v	122.avoid%2:41:01::	avoid%2:41:01::
a	a		-1	-1
confrontation	confrontation		-1	-1
.	.		-1	-1

Muslims	Muslims		-1	-1
avoid	avoid	v	123.avoid%2:34:00::	avoid%2:34:00::
tobacco	tobacco		-1	-1
during	during		-1	-1
the	the		-1	-1
day	day		-1	-1
.	.		-1	-1

back	back	v	124.back%2:38:00::	back%2:38:00::
into	into		-1	-1
the	the		-1	-1
driveway	driveway		-1	-1

back	back	v	125.back%2:38:01::	back%2:38:01::
the	the		-1	-1
car	car		-1	-1
into	into		-1	-1
the	the		-1	-1
parking	parking		-1	-1
spot	spot		-1	-1

back	back	v	126.back%2:40:00::	back%2:40:00::
this	this		-1	-1
enterprise	enterprise		-1	-1

My	My		-1	-1
garage	garage		-1	-1
backs	back	v	127.back%2:42:00::	back%2:42:00::
their	their		-1	-1
yard	yard		-1	-1

Which	Which		-1	-1
horse	horse		-1	-1
are	are		-1	-1
you	you		-1	-1
-backing	-backing		-1	-1
?	?		-1	-1
-	-		-1	-1

Can	Can		-1	-1
you	you		-1	-1
back	back	v	129.back%2:30:00::	back%2:30:00::
up	up		-1	-1
your	your		-1	-1
claims	claims		-1	-1
?	?		-1	-1

The	The		-1	-1
DMZ	DMZ		-1	-1
begins	begin	v	130.begin%2:42:00::	begin%2:42:00::
right	right		-1	-1
over	over		-1	-1
the	the		-1	-1
hill	hill		-1	-1

The	The		-1	-1
number	number		-1	-1
`	`		-1	-1
one	one		-1	-1
'	'		-1	-1
begins	begin	v	131.begin%2:42:02::	begin%2:42:02::
the	the		-1	-1
sequence	sequence		-1	-1

The	The		-1	-1
novel	novel		-1	-1
begins	begin	v	132.begin%2:42:03::	begin%2:42:03::
with	with		-1	-1
a	a		-1	-1
murder	murder		-1	-1

This	This		-1	-1
economic	economic		-1	-1
measure	measure		-1	-1
does	does		-1	-1
n't	n't		-1	-1
even	even		-1	-1
begin	begin	v	133.begin%2:41:00::	begin%2:41:00::
to	to		-1	-1
deal	deal		-1	-1
with	with		-1	-1
the	the		-1	-1
problem	problem		-1	-1
