sentence	pred	gold	vua_label
<s> every <m>dance</m> becomes <m>about</m> seduction , <m>where</m> backstabbing and betrayals are celebrated , and sex is <m>currency</m> . </s>	positive	negative	0.1739130434782608
<s> the <m>lower</m> your expectations , the more you 'll enjoy it . </s>	positive	negative	0.0714285714285714
<s> you 'll gasp appalled and laugh outraged and possibly , watching the spectacle of a promising young lad <m>treading</m> desperately in a <m>nasty</m> sea , <m>shed</m> an er<m>rant</m> tear . </s>	negative	positive	0.1176470588235294
<s> sam mendes has become valedictorian at the school for <m>soft landings</m> and easy <m>ways out</m> . </s>	positive	negative	0.2272727272727272
<s> <m>this riveting</m> world war ii moral suspense story <m>deals with</m> the <m>shadow side</m> of american culture : racial prejudice <m>in</m> its <m>ugly</m> and <m>diverse forms</m> . </s>	positive	negative	0.3793103448275862
<s> i 'll <m>bet</m> the video game is a lot more fun than the film . </s>	positive	negative	0.0588235294117647
<s> it 's like <m>watching</m> a <m>nightmare made flesh</m> . </s>	positive	negative	0.3636363636363636
<s> you wo n't like roger , but you will <m>quickly</m> recognize him . </s>	positive	negative	0.0625
<s> while there 's something intrinsically funny <m>about</m> sir anthony hopkins saying ` get in the car , <m>bitch</m> , ' <m>this</m> jerry bruckheimer production <m>has</m> little else to <m>offer</m> </s>	negative	positive	0.1388888888888889
<s> rarely has leukemia looked so <m>shimmering</m> and benign . </s>	positive	negative	0.1818181818181818
<s> it 's somewhat <m>clumsy</m> and too lethargically paced -- but its story <m>about</m> a mysterious creature <m>with</m> psychic abilities <m>offers</m> a <m>solid build-up</m> , a <m>terrific</m> climax , and some nice <m>chills along</m> the <m>way</m> . </s>	positive	negative	0.2790697674418604
<s> the words , ` frankly , my dear , i do n't <m>give</m> a damn , ' have never been more appropriate . </s>	positive	negative	0.04
<s> a <m>coda in</m> every <m>sense</m> , the <m>pinochet</m> case <m>splits</m> time <m>between</m> a minute-<m>by-minute account</m> of the british court 's extradition <m>chess game</m> and the regime 's talking-<m>head survivors</m> . </s>	negative	positive	0.3255813953488372
<s> ... mafia , rap <m>stars</m> and hood <m>rats butt</m> their <m>ugly heads in</m> a <m>regurgitation</m> of cinematic violence that <m>gives brutal birth to</m> an unlikely , but likable , hero . ' </s>	negative	positive	0.3611111111111111
<s> ... routine , <m>harmless diversion</m> and little else . </s>	negative	positive	0.2
<s> if steven soderbergh 's ` solaris ' is a failure it is a <m>glorious</m> failure . </s>	negative	positive	0.0434782608695652
<s> it seems <m>to</m> me the film is <m>about</m> the art of <m>ripping</m> people <m>off without</m> ever <m>letting</m> them consciously know you have done so </s>	positive	negative	0.24
<s> <m>reign</m> of fire looks as if it was <m>made without</m> much thought -- and is best <m>watched that way</m> . </s>	negative	positive	0.2857142857142857
<s> the <m>longer</m> the movie <m>goes</m> , the worse it gets , but it 's actually pretty good <m>in</m> the first few minutes . </s>	positive	negative	0.12
<s> american chai <m>encourages</m> rue<m>ful</m> laughter <m>at</m> stereotypes only an indian-american would <m>recognize</m> . </s>	positive	negative	0.1818181818181818
<s> minority report is exactly what the title <m>indicates</m> , a report . </s>	negative	positive	0.0769230769230769
