sentence1	sentence2	pred	gold	vua_label
<s> Cote d'Ivoire's President, Laurent Gbagbo, promulgated new election laws <m>on</m> July 14.</s>	<s> President Laurent Gbagbo lives in Cote d'Ivoire.</s>	not_entailment	entailment	0.024390243902439
<s> <m>On</m> October 1 2001, EU and other countries <m>introduced</m> the option for domestic animal owners to apply for Pet passports <m>under</m> the Pets Travel Scheme (PETS for short), for pets returning from abroad to the United Kingdom. <m>This</m> replaced the old <m>system</m> of 6 months compulsory quarantine for all domestic pets.</s>	<s> <m>In</m> 2001, the EU <m>introduced</m> a six-month compulsory quarantine for all domestic pets.</s>	entailment	not_entailment	0.0921052631578947
<s> But Huawei <m>says that expansion</m> has not been easy - obtaining visas for its Chinese engineers to work <m>on</m> long-term projects in India being a particular challenge.</s>	<s> Chinese engineers working <m>on</m> long-term projects in India can easily obtain visas.</s>	entailment	not_entailment	0.1063829787234042
<s> Amazon shares <m>fell</m> nearly 4 percent <m>following</m> the results as the company <m>said</m> operating income would <m>drop</m> as much as 42 percent <m>in</m> the second quarter.</s>	<s> Shares of Amazon <m>fell</m> 4 percent.</s>	entailment	not_entailment	0.1666666666666666
<s> Compuware <m>claims</m> that Allan Tortorice and Jim Hildner were among several former employees who revealed trade secrets after they moved <m>to</m> IBM.</s>	<s> Trade secrets were <m>stolen.</m></s>	entailment	not_entailment	0.0833333333333333
<s> It is hoped that women, who constitute more than half of the population, will vote for other women and ensure that their issues are represented <m>in</m> parliament.</s>	<s> Women are poorly represented <m>in</m> parliament.</s>	entailment	not_entailment	0.0512820512820512
<s> Nearly five months later <m>on</m> January 24, 1935, the passenger vessel MOHAWK sank <m>after</m> colliding <m>with</m> the Norwegian motorship TALISMAN, and 45 people lost their lives.</s>	<s> 100 or more people lost their lives in a ferry sinking.</s>	entailment	not_entailment	0.0576923076923076
"<s> I asked myself how to understand the 'Twilight's success. And I have <m>come to</m> the idea that when you really believe <m>in</m> something, sooner or later it will become real. So, I guess <m>this</m> is what happened <m>with</m> Robert Pattinson. Last year he was just an unknown actor who's <m>biggest</m> role was <m>in</m> a pair of ""Harry Potter"" movies. Now, not only that Twilight is <m>competing with</m> 'Harry Potter', but Robert Pattinson is one of the most famous young actors who <m>sucked</m> $373.4 million <m>from</m> global box offices. So the movie <m>about</m> a vampire boy who <m>falls in</m> love <m>with</m> a normal girl, <m>begun</m> a real hysteria. And Pattinson <m>has</m> a <m>lot</m> to do <m>with</m> it!.</s>"	<s> Robert Pattinson is a vampire.</s>	entailment	not_entailment	0.1266666666666666
<s> Both <m>sides</m> of <m>this</m> argument are <m>presented</m> in <m>this</m> paper, but it is the attempt of <m>this</m> paper to <m>emphasize</m> that the legalization of drugs would be destructive <m>to</m> our society.</s>	<s> Drug legalization <m>has</m> benefits.</s>	entailment	not_entailment	0.2
<s> The <m>plan</m> was released by Mr Dean on behalf of the Secretary of Health and Human Services, Tommy Thompson, still recovering <m>from</m> a recent accident, <m>at</m> a Secretarial Summit <m>on</m> Health Information Technology that was attended by many of the nation's leaders <m>in</m> electronic health records.</s>	<s> Mr Dean is the Secretary of Health and Human Services.</s>	entailment	not_entailment	0.0769230769230769
<s> Ssangyong Motor was taken over by creditors after it <m>collapsed under heavy</m> debts during the 1997-98 Asian financial crisis.</s>	<s> Asian financial crisis <m>takes over</m> Ssangyong Motor</s>	entailment	not_entailment	0.1282051282051282
<s> A <m>closely divided</m> U.S. Supreme Court <m>said on</m> Thursday its 2002 ruling that juries and not judges must impose a death sentence <m>applies</m> only <m>to</m> future cases, a decision that may affect more than 100 death row inmates.</s>	<s> The Supreme Court <m>decided</m> that only judges can impose the death sentence.</s>	entailment	not_entailment	0.1186440677966101
<s> Today's best estimate of giant panda numbers in the wild is <m>about</m> 1,100 individuals living in up to 32 separate populations mostly in China's Sichuan Province, but also in Shaanxi and Gansu provinces.</s>	<s> There are 32 pandas in the wild in China.</s>	entailment	not_entailment	0.0169491525423728
"<s> The memo, written by Marc Allen Connelly (who was general counsel <m>to</m> the funeral services commission <m>at</m> the time) and sent to Dick McNeil (the Bush-appointed chairman of the funeral commission), <m>stated</m> that Connelly ""received information"" from Texas state officials that two of the funeral commissioners worked for SCI.</s>"	<s> Marc Allen Connelly worked for SCI.</s>	entailment	not_entailment	0.0405405405405405
<s> It has been observed that in <m>those</m> countries of the world where capital punishment is still <m>in operation,</m> the crime rate, especially murder, is distinctively <m>low</m> in comparison to countries where capital punishment has been <m>discarded.</m></s>	<s> Capital punishment is a deterrent <m>to</m> crime.</s>	not_entailment	entailment	0.1176470588235294
"<s> He also <m>referred to</m> the ""illegal"" arrest <m>on</m> 31 May of Mexican Professor Maria Eugenia Ochoa Garcia, whom the Salvadoran government <m>accused</m> of <m>having connections with</m> the Salvadoran guerrillas.</s>"	<s> Professor Ochoa Garcia is a <m>member</m> of the Salvadoran government.</s>	entailment	not_entailment	0.1403508771929824
<s> Despite Bjork <m>making</m> her first live performance <m>in</m> two years, the crowd of 10,000 people was only <m>half</m> of what the hall in the Tokyo suburb of Makuhari could <m>hold.</m></s>	<s> 10,000 people live in Tokyo.</s>	entailment	not_entailment	0.0851063829787234
<s> Yet, we now are discovering that antibiotics are <m>losing</m> their effectiveness <m>against</m> illness. Disease-causing bacteria are mutating faster than we can come up <m>with</m> new antibiotics to <m>fight</m> the new variations.</s>	<s> Bacteria is <m>winning</m> the <m>war against</m> antibiotics.</s>	not_entailment	entailment	0.1428571428571428
<s> Schroder Investment Management has <m>indicated</m> its intention to accept Revival's offer to buy retailer Marks & Spencer.</s>	<s> Revival <m>tries</m> to take over Marks & Spencer Group.</s>	not_entailment	entailment	0.0625
<s> Ren and Stimpy. Bugs Bunny. Philip J. Fry and Professor Hubert Farnsworth <m>on</m> Futurama. Sparx. Bi-Polar Bear. Popeye the Sailor Man. Woody Woodpecker. You may not think you have ever heard Billy West, but chances are <m>on</m> a television program, a movie, a commercial, or as Howard Stern's voice guru <m>in</m> the 1990's, you have heard him. West's talent for creating personalities by <m>twisting</m> his voice has <m>made</m> him one of a handful of voice actors - Hank Azaria and the late Mel Blanc <m>come to</m> mind - who have achieved celebrity for their talent. Indeed, West is one of the few voice actors who can impersonate Blanc <m>in</m> his <m>prime,</m> including characterizations of Bugs Bunny, Daffy Duck, Elmer Fudd and other characters <m>from</m> Warner Bros. cartoons.</s>	<s> Bugs Bunny is owned by Warner Bros.</s>	not_entailment	entailment	0.0552486187845303
"<s> Zahi Hawass, Egypt's pre-eminent archaeologist, revealed the first ancient artifacts which may <m>lead to</m> the discovery of Cleopatra and Marc Antony's resting place.  The expedition has found amulets, 22 bronze coins <m>cast with</m> Cleopatra's image and her name, a royal statue, an alabaster mask resembling Marc Antony, and a statue bust of Cleopatra. ""If you look at the face of Mark Antony, many believed he had <m>this</m> cleft on his chin and <m>that's</m> why I thought <m>this</m> could be Mark Antony,"" said Hawass.  ""<m>In</m> my opinion, if <m>this</m> tomb is found, it will be one of the most important discoveries of the 21st century because of the love <m>between</m> Cleopatra and Mark Antony, and because of the sad story of their death. <m>This</m> is the perfect place for them to be hidden,"" said Hawass.</s>"	<s> Cleopatra and Marc Antony lived in Egypt.</s>	entailment	not_entailment	0.0552763819095477
"<s> 47-year-old Susan Boyle from Blackburn, West Lothian in Scotland, <m>made</m> her debut appearance <m>on</m> the show <m>on</m> Saturday night by saying that she had ""never been married, never been kissed"" and was currently unemployed, living alone at home with her cat, Pebbles. She says that she wants to ""be a professional singer"", but has ""never been <m>given</m> the chance."" Audience <m>members</m> and judges Amanda Holden, Simon Cowell and Piers Morgan, first laughed and even <m>poked</m> fun <m>at</m> her. Boyle then stunned the judges and audience, <m>getting</m> a <m>standing</m> ovation, <m>with</m> her performance of I <m>Dreamed</m> a Dream <m>from</m> the award winning musical performance Les Mis̩rables. Cowell called her performance ""extraordinary"" while Morgan called it ""the <m>biggest</m> surprise I've <m>had in</m> three years of <m>this</m> show. I am shocked."" Holden even <m>admitted</m> that ""everyone was <m>against</m> you [Boyle]"" and that ""we were all being very cynical.""</s>"	<s> Simon Cowell <m>fell in</m> love <m>with</m> Susan Boyle.</s>	entailment	not_entailment	0.1083743842364532
<s> La Paz, 30 May 89 - La Paz Department Police authorities have <m>disclosed</m> that investigations <m>into</m> the murder of two young U.S. citizens are being conducted by a specialized group summoned specially to clarify <m>this</m> crime.</s>	<s> Two young U.S. citizens were killed <m>on</m> 30 May 89.</s>	entailment	not_entailment	0.0677966101694915
<s> Released <m>in</m> 1995, Tyson <m>returned to</m> boxing, winning the World Boxing Council title <m>in</m> 1996. The same year, however, he lost <m>to</m> Evander Holyfield, and <m>in</m> a 1997 rematch <m>bit</m> Holyfield's ear, for which he was temporarily banned <m>from</m> boxing.</s>	<s> <m>In</m> 1996 Mike Tyson bit Holyfield's ear.</s>	entailment	not_entailment	0.140625
<s> Hands Across the Divide was formed <m>in</m> March 2001, and one of its immediate <m>aims</m> was to <m>press</m> for more <m>freedom</m> of contact and communication right away between the two parts of Cyprus, and for early progress <m>towards</m> a solution to 'the Cyprus problem'.</s>	<s> Cyprus was divided <m>into</m> two parts <m>in</m> March 2001.</s>	entailment	not_entailment	0.1166666666666666
"<s> Wilson has, <m>after</m> all, produced all three Offspring albums, including ""Smash,"" the one that has astonished everybody by selling 1 million copies <m>in</m> four months, establishing the heretofore unknown group as the <m>leader,</m> with Green Day, of an unprecedented <m>wave</m> of commercial success for punk.</s>"	"<s> ""<m>Smash""</m> is the title of the third album of the Offspring.</s>"	entailment	not_entailment	0.0789473684210526
<s> Wal-Mart Stores has asked a US federal appeals court to <m>review</m> a judge's order approving class-action <m>status</m> for a sex-discrimination lawsuit.</s>	<s> The judge approves of sex-discrimination.</s>	entailment	not_entailment	0.0512820512820512
"<s> The letter received by Syracuse TV station News 10 Now is still being analyzed, but police believe it was written by 41-year-old Jiverly Wong, police chief Joseph Zikuski said <m>at</m> a briefing.  ""We <m>have</m> no reason to believe it's not (authentic),"" Zikuski said. ""It's another <m>piece</m> of evidence <m>in</m> a very complex <m>puzzle</m> that's going to <m>take</m> us weeks and months to determine what's <m>going on.</m> It's going to <m>help</m> us. ""  <m>In</m> the r<m>ambling,</m> dis<m>jointed</m> letter mailed the day he gunned down 13 people <m>before</m> killing himself, Wong blamed his troubles <m>on</m> the police and vowed to take at least two people ""to return to the <m>dust</m> of earth."" He ended the letter, neatly written <m>in</m> capital letters, <m>on</m> a <m>chilling</m> note: ""And you <m>have</m> a nice day.""</s>"	<s> Jiverly Won was a police chief.</s>	entailment	not_entailment	0.1098901098901098
<s> The Daily Telegraph, most prized <m>asset in</m> Lord Conrad Black's <m>crumbling</m> media empire, has been sold <m>to</m> Britain's Barclay twins.</s>	<s> Daily telegraph is sold.</s>	not_entailment	entailment	0.1176470588235294
