sentence1	sentence2	pred	gold	vua_label
<s> The mother of a Briton <m>held</m> by Colombian guerrillass<m>poke</m> of her relief yesterday <m>after</m> hearing that he might be freed <m>in</m> the <m>next</m> few weeks .</s>	<s> The parents of a Briton being held hostage by Colombian rebels spoke yesterday of their optimism that he would be freed <m>in</m> time for his birthday <m>next</m> month .</s>	equivalent	not_equivalent	0.1111111111111111
<s> The 12-nation currency has <m>risen by</m> 33 percent <m>against</m> the dollar <m>over</m> the past 15 months .</s>	<s> The euro is <m>up</m> 9 percent <m>against</m> the dollar <m>in</m> the past six weeks .</s>	not_equivalent	equivalent	0.1944444444444444
<s> The seizure <m>took place at</m> 4 a.m. <m>on</m> March 18 , just hours <m>before</m> the first American air <m>assault</m> .</s>	<s> The time was <m>about</m> 4 a.m. <m>on</m> March 18 , just hours before the first pinpoint missiles rained down on the capital .</s>	equivalent	not_equivalent	0.1538461538461538
"<s> Bush wanted "" to see an aircraft landing the same <m>way</m> that the pilots saw an aircraft landing , "" White House press secretary Ari Fleischer said yesterday .</s>"	<s> <m>On</m> Tuesday , <m>before</m> Byrd 's speech , Fleischer said Bush wanted ' ' to see an aircraft landing the same <m>way</m> that the pilots saw an aircraft landing .</s>	equivalent	not_equivalent	0.0625
<s> Franklin County Judge-Executive Teresa Barton said a firefighter was struck by lightning and was taken to the Frankfort Regional Medical Center .</s>	<s> A county firefighter , was struck by lightning and was <m>in</m> stable condition at Frankfort Regional Medical Center .</s>	equivalent	not_equivalent	0.0212765957446808
<s> The Neighbours <m>star</m> and singer <m>spent</m> yesterday resting at her family home in Sydney and will <m>have</m> more tests today .</s>	<s> Goodrem <m>spent</m> yesterday resting in her family home in Sydney and will <m>have</m> more tests today to determine her exact <m>treatment</m> .</s>	equivalent	not_equivalent	0.125
"<s> "" It 's a major victory for Maine , and it 's a major victory for other states .</s>"	<s> The Maine program could be a <m>model</m> for other states .</s>	equivalent	not_equivalent	0.0294117647058823
<s> Asked if the delegates could leave <m>on</m> Friday , police intelligence chief in Aceh , Surya Dharma , told reporters they could not because they did not <m>have</m> proper permission .</s>	"<s> Asked if the delegates could leave <m>on</m> Friday , police intelligence chief Surya Dharma told reporters : "" Of course they may not go .</s>"	equivalent	not_equivalent	0.0476190476190476
<s> Wal-Mart has said it <m>plans</m> to open at least 40 Supercenters in the state <m>in</m> the coming years ; analysts expect four or more to be in San Diego County .</s>	<s> At least 40 of the outlets will be in California , and analysts expect four or more to be in San Diego County .</s>	equivalent	not_equivalent	0.0327868852459016
<s> Sun Microsystems Inc. on Thursday said it had <m>added</m> 100 new third-party systems and 100 new components <m>to</m> its Hardware Compatibility List for the Solaris x86 operating system Platform Edition .</s>	<s> The vendor has <m>added</m> 100 new third-party systems and 100 new components <m>to</m> the operating system 's Hardware Compatibility List ( HCL ) .</s>	equivalent	not_equivalent	0.0588235294117647
<s> Watertown , Saugus and Framingham also are going smoke-free Monday , <m>joining</m> a <m>growing</m> number of cities around the country .</s>	<s> Along with Boston , Watertown , Saugus and Framingham also are <m>going</m> smoke-free Monday .</s>	equivalent	not_equivalent	0.06
<s> Gov. Bob Riley proposed the budget <m>cuts</m> after Alabama voters rejected his $ 1.2 billion tax plan Sept . 9 .</s>	<s> After Alabama voters rejected his $ 1.2 billion tax plan Sept . 9 , Riley <m>forecast</m> significant <m>cuts in</m> state programs .</s>	not_equivalent	equivalent	0.08
<s> It decided instead to issue them before the stock market <m>opened</m> Monday <m>after</m> the downgrade of its debt late Friday by Moody 's , the credit rating agency .</s>	<s> It decided instead to issue them before the stock market <m>opened</m> Monday to counteract the downgrade of its debt late Friday by Moody 's <m>to</m> one <m>step above</m> junk status .</s>	equivalent	not_equivalent	0.09375
<s> But Virgin <m>wants</m> to operate Concorde <m>on</m> routes to New York , Barbados and Dubai .</s>	<s> Branson said that his preference would be to operate a fully commercial service <m>on</m> routes to New York , Barbados and Dubai .</s>	not_equivalent	equivalent	0.0666666666666666
<s> The announcement , which economists said was not a surprise , may be bittersweet for the millions of Americans <m>without</m> jobs .</s>	<s> Economists said the announcement was not a surprise , and politicians said it <m>offered</m> little comfort <m>to</m> the millions of Americans <m>without</m> jobs .</s>	not_equivalent	equivalent	0.08
<s> The Hartford shares <m>rose</m> $ 2.88 , or 6.6 percent , to <m>close</m> Monday <m>at</m> $ 46.50 <m>on</m> the New York Stock Exchange .</s>	<s> Shares of Hartford <m>rose</m> $ 2.88 <m>to</m> $ 46.50 <m>in</m> New York Stock Exchange composite trading .</s>	equivalent	not_equivalent	0.1320754716981132
